,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount
2370,657685,SKU_1134,White Mug,42,2020-04-08 18:00,8.51,19115.0,Norway,0.02
2371,444333,SKU_1350,Desk Lamp,18,2020-04-08 19:00,59.83,21338.0,United Kingdom,0.18
2372,438511,SKU_1912,Backpack,11,2020-04-08 20:00,26.43,,Norway,0.12
2373,302332,SKU_1349,Office Chair,49,2020-04-08 21:00,44.0,65587.0,United Kingdom,0.06
2374,482729,SKU_1280,Wall Clock,44,2020-04-08 22:00,12.52,29455.0,United States,0.07
2375,963051,SKU_1475,Wall Clock,29,2020-04-08 23:00,21.32,18888.0,Spain,0.02
2376,211453,SKU_1291,Blue Pen,5,2020-04-09 00:00,44.91,84623.0,Portugal,0.45
2377,119816,SKU_1188,Desk Lamp,24,2020-04-09 01:00,70.31,55368.0,Spain,0.44
2378,869299,SKU_1582,T-shirt,5,2020-04-09 02:00,36.0,75487.0,Italy,0.24
2379,965962,SKU_1418,Notebook,10,2020-04-09 03:00,39.99,23745.0,Germany,0.05
2380,516715,SKU_1887,USB Cable,2,2020-04-09 04:00,64.67,95055.0,Australia,0.44
2381,471000,SKU_1467,Backpack,23,2020-04-09 05:00,21.24,78590.0,Portugal,0.42
2382,313567,SKU_1205,Blue Pen,32,2020-04-09 06:00,11.95,41077.0,Netherlands,0.32
2383,614933,SKU_1241,Blue Pen,1,2020-04-09 07:00,88.49,81871.0,Germany,0.39
2384,695923,SKU_1305,Desk Lamp,32,2020-04-09 08:00,32.28,77574.0,Belgium,0.22
2385,994235,SKU_1183,Wall Clock,18,2020-04-09 09:00,37.04,,Netherlands,0.14
2386,316184,SKU_1477,Wall Clock,16,2020-04-09 10:00,80.45,47174.0,Spain,0.2
2387,398090,SKU_1503,Wall Clock,16,2020-04-09 11:00,23.59,87712.0,Italy,0.28
2388,417348,SKU_1127,White Mug,37,2020-04-09 12:00,84.45,68063.0,Portugal,0.23
2389,282958,SKU_1448,Headphones,24,2020-04-09 13:00,65.02,26117.0,Australia,0.17
2390,377707,SKU_1229,Office Chair,19,2020-04-09 14:00,77.94,93412.0,United Kingdom,0.41
2391,192324,SKU_1040,Blue Pen,40,2020-04-09 15:00,51.98,46879.0,Netherlands,0.24
2392,323536,SKU_1792,Wall Clock,1,2020-04-09 16:00,7.58,20938.0,Belgium,0.04
2393,857232,SKU_1673,White Mug,11,2020-04-09 17:00,75.22,32413.0,Belgium,0.28
2394,371991,SKU_1391,Office Chair,40,2020-04-09 18:00,31.71,51192.0,Spain,0.38
2395,126155,SKU_1823,Blue Pen,19,2020-04-09 19:00,64.27,81127.0,Sweden,0.18
2396,441815,SKU_1339,Office Chair,5,2020-04-09 20:00,10.4,80770.0,Norway,0.16
2397,741179,SKU_1669,Backpack,21,2020-04-09 21:00,68.75,54382.0,Norway,0.23
2398,969742,SKU_1835,Headphones,20,2020-04-09 22:00,16.27,95033.0,United States,0.24
2399,560494,SKU_1020,USB Cable,18,2020-04-09 23:00,18.4,92418.0,United States,0.21
2400,249381,SKU_1346,White Mug,34,2020-04-10 00:00,35.93,30643.0,Portugal,0.2
2401,231691,SKU_1009,T-shirt,23,2020-04-10 01:00,94.68,12139.0,Sweden,0.21
2402,576410,SKU_1086,USB Cable,19,2020-04-10 02:00,37.03,83744.0,Norway,0.35
2403,543324,SKU_1544,USB Cable,10,2020-04-10 03:00,31.69,25757.0,Germany,0.04
2404,134707,SKU_1970,Headphones,48,2020-04-10 04:00,28.47,,Portugal,0.25
2405,618477,SKU_1872,Wireless Mouse,37,2020-04-10 05:00,69.78,77542.0,Netherlands,0.21
2406,967969,SKU_1338,White Mug,45,2020-04-10 06:00,91.91,19186.0,France,0.11
2407,821864,SKU_1714,Headphones,34,2020-04-10 07:00,42.32,61354.0,United States,0.31
2408,802974,SKU_1003,Blue Pen,43,2020-04-10 08:00,57.94,73048.0,Australia,0.17
2409,846788,SKU_1022,Backpack,44,2020-04-10 09:00,81.09,31953.0,France,0.04
2410,453299,SKU_1196,Blue Pen,21,2020-04-10 10:00,54.52,34595.0,France,0.46
2411,886713,SKU_1820,T-shirt,40,2020-04-10 11:00,66.32,40592.0,Portugal,0.32
2412,258492,SKU_1880,Wireless Mouse,44,2020-04-10 12:00,72.96,57614.0,Spain,0.09
2413,574112,SKU_1497,Backpack,47,2020-04-10 13:00,89.9,81672.0,Spain,0.11
2414,270102,SKU_1900,USB Cable,15,2020-04-10 14:00,28.64,89241.0,Netherlands,0.23
2415,494274,SKU_1785,Notebook,22,2020-04-10 15:00,5.73,36311.0,United Kingdom,0.25
2416,317285,SKU_1272,Wireless Mouse,17,2020-04-10 16:00,97.17,24051.0,Norway,0.49
2417,438404,SKU_1953,Wireless Mouse,42,2020-04-10 17:00,99.89,,United States,0.4
2418,259476,SKU_1450,White Mug,7,2020-04-10 18:00,89.58,70990.0,Netherlands,0.02
2419,858842,SKU_1106,Wireless Mouse,25,2020-04-10 19:00,31.77,13279.0,United Kingdom,0.12
2420,260928,SKU_1880,White Mug,22,2020-04-10 20:00,48.63,46399.0,Germany,0.5
2421,764560,SKU_1377,Office Chair,10,2020-04-10 21:00,76.87,28924.0,Portugal,0.46
2422,950610,SKU_1199,T-shirt,46,2020-04-10 22:00,19.05,12718.0,Australia,0.39
2423,396141,SKU_1951,Desk Lamp,16,2020-04-10 23:00,91.11,90810.0,Germany,0.36
2424,743561,SKU_1935,White Mug,13,2020-04-11 00:00,84.57,30224.0,Norway,0.28
2425,796595,SKU_1854,White Mug,43,2020-04-11 01:00,70.44,74579.0,Belgium,0.22
2426,348500,SKU_1726,Office Chair,35,2020-04-11 02:00,86.19,77592.0,Sweden,0.28
2427,790417,SKU_1001,Wireless Mouse,30,2020-04-11 03:00,55.9,26047.0,Spain,0.44
2428,232311,SKU_1120,Wall Clock,49,2020-04-11 04:00,12.76,69629.0,Norway,0.21
2429,859034,SKU_1614,Wall Clock,5,2020-04-11 05:00,24.7,79569.0,Spain,0.06
2430,345546,SKU_1148,Wireless Mouse,39,2020-04-11 06:00,59.46,16713.0,Portugal,0.03
2431,296733,SKU_1947,Desk Lamp,6,2020-04-11 07:00,97.05,49809.0,Australia,0.25
2432,751233,SKU_1151,Wireless Mouse,-31,2020-04-11 08:00,2.61,,Netherlands,0.44
2433,669560,SKU_1564,Backpack,38,2020-04-11 09:00,66.14,45797.0,Sweden,0.34
2434,975825,SKU_1677,Headphones,20,2020-04-11 10:00,76.86,,Netherlands,0.19
2435,947644,SKU_1915,Headphones,39,2020-04-11 11:00,85.98,16457.0,Belgium,0.13
2436,246470,SKU_1305,Office Chair,6,2020-04-11 12:00,94.81,,Spain,0.3
2437,744318,SKU_1678,Office Chair,5,2020-04-11 13:00,11.5,40668.0,Italy,0.02
2438,418647,SKU_1827,Office Chair,7,2020-04-11 14:00,18.54,67691.0,Australia,0.4
2439,106570,SKU_1881,White Mug,15,2020-04-11 15:00,13.14,21947.0,Italy,0.22
2440,430929,SKU_1474,USB Cable,18,2020-04-11 16:00,86.93,98412.0,Norway,0.36
2441,633398,SKU_1363,USB Cable,-34,2020-04-11 17:00,-14.04,,United Kingdom,0.08
2442,599115,SKU_1806,Wireless Mouse,43,2020-04-11 18:00,4.17,39972.0,Germany,0.33
2443,179141,SKU_1070,Desk Lamp,27,2020-04-11 19:00,2.89,90230.0,Spain,0.15
2444,112115,SKU_1639,Backpack,23,2020-04-11 20:00,41.62,80757.0,Belgium,0.19
2445,139062,SKU_1032,USB Cable,29,2020-04-11 21:00,61.65,59003.0,Norway,0.31
2446,909343,SKU_1156,Wall Clock,24,2020-04-11 22:00,23.58,71155.0,France,0.42
2447,728349,SKU_1329,Backpack,25,2020-04-11 23:00,29.65,57985.0,Italy,0.19
2448,394700,SKU_1777,Backpack,20,2020-04-12 00:00,12.6,82394.0,France,0.2
2449,490479,SKU_1715,Desk Lamp,46,2020-04-12 01:00,46.58,29275.0,Italy,0.22
2450,626257,SKU_1706,Wall Clock,21,2020-04-12 02:00,50.42,81555.0,Norway,0.35
2451,930185,SKU_1386,USB Cable,40,2020-04-12 03:00,67.16,15003.0,Netherlands,0.43
2452,497686,SKU_1972,Wall Clock,40,2020-04-12 04:00,55.11,63637.0,Germany,0.48
2453,221863,SKU_1620,White Mug,2,2020-04-12 05:00,27.63,86696.0,Spain,0.47
2454,896657,SKU_1158,T-shirt,48,2020-04-12 06:00,87.99,52847.0,Spain,0.4
2455,601076,SKU_1794,Headphones,49,2020-04-12 07:00,34.58,66702.0,Spain,0.33
2456,747296,SKU_1965,Blue Pen,42,2020-04-12 08:00,70.36,44731.0,Australia,0.17
2457,600726,SKU_1538,Headphones,46,2020-04-12 09:00,71.56,74598.0,Netherlands,0.46
2458,778556,SKU_1226,Desk Lamp,44,2020-04-12 10:00,11.93,81903.0,Germany,0.07
2459,730111,SKU_1251,Wireless Mouse,20,2020-04-12 11:00,53.76,59207.0,Australia,0.09
2460,900101,SKU_1366,Wireless Mouse,11,2020-04-12 12:00,42.19,23941.0,Belgium,0.08
2461,734965,SKU_1776,Desk Lamp,2,2020-04-12 13:00,88.08,40778.0,United Kingdom,0.42
2462,871246,SKU_1261,Wall Clock,47,2020-04-12 14:00,39.95,84757.0,Germany,0.43
2463,148320,SKU_1645,Headphones,15,2020-04-12 15:00,12.19,,United Kingdom,0.08
2464,596758,SKU_1999,T-shirt,26,2020-04-12 16:00,88.0,,United States,0.48
2465,246649,SKU_1537,White Mug,3,2020-04-12 17:00,89.4,64244.0,Norway,0.16
2466,225354,SKU_1042,Office Chair,18,2020-04-12 18:00,72.88,98015.0,Italy,0.29
2467,712297,SKU_1530,Headphones,20,2020-04-12 19:00,58.38,28384.0,Belgium,0.33
2468,881725,SKU_1015,Office Chair,24,2020-04-12 20:00,81.83,18645.0,United Kingdom,0.0
2469,548625,SKU_1104,USB Cable,16,2020-04-12 21:00,16.45,95876.0,Spain,0.19
2470,128625,SKU_1790,Office Chair,41,2020-04-12 22:00,68.16,49317.0,France,0.32
2471,836400,SKU_1202,Headphones,23,2020-04-12 23:00,17.28,54998.0,Netherlands,0.4
2472,386233,SKU_1719,Blue Pen,39,2020-04-13 00:00,76.49,94325.0,Germany,0.17
2473,136487,SKU_1924,USB Cable,10,2020-04-13 01:00,14.57,64490.0,Spain,0.32
2474,559054,SKU_1677,Blue Pen,22,2020-04-13 02:00,73.12,48903.0,Netherlands,0.27
2475,328071,SKU_1058,T-shirt,20,2020-04-13 03:00,12.69,74255.0,Sweden,0.19
2476,996880,SKU_1047,Office Chair,-16,2020-04-13 04:00,-79.12,,Belgium,1.2655472801608796
2477,588011,SKU_1659,Headphones,48,2020-04-13 05:00,16.63,22822.0,Norway,0.36
2478,412282,SKU_1276,Office Chair,10,2020-04-13 06:00,44.13,84153.0,Australia,0.37
2479,273895,SKU_1411,T-shirt,26,2020-04-13 07:00,86.75,59618.0,Belgium,0.13
2480,530424,SKU_1177,Office Chair,49,2020-04-13 08:00,74.16,45530.0,Norway,0.02
2481,416205,SKU_1800,Headphones,22,2020-04-13 09:00,85.96,98786.0,Portugal,0.48
2482,201376,SKU_1113,Backpack,12,2020-04-13 10:00,65.8,66870.0,Spain,0.11
2483,525106,SKU_1295,White Mug,7,2020-04-13 11:00,38.83,74659.0,Norway,0.34
2484,965566,SKU_1729,Office Chair,33,2020-04-13 12:00,35.4,73143.0,Netherlands,0.17
2485,933487,SKU_1437,Backpack,44,2020-04-13 13:00,15.35,77975.0,Australia,0.17
2486,867629,SKU_1265,White Mug,18,2020-04-13 14:00,44.65,38212.0,Belgium,0.41
2487,381652,SKU_1161,Backpack,48,2020-04-13 15:00,90.12,91467.0,United Kingdom,0.43
2488,572132,SKU_1840,Desk Lamp,44,2020-04-13 16:00,77.09,49175.0,Spain,0.31
2489,258056,SKU_1503,Notebook,42,2020-04-13 17:00,4.61,17030.0,Italy,0.07
2490,734457,SKU_1035,Backpack,11,2020-04-13 18:00,19.95,79752.0,Netherlands,0.0
2491,894557,SKU_1586,USB Cable,12,2020-04-13 19:00,66.86,76983.0,France,0.19
2492,660347,SKU_1457,USB Cable,32,2020-04-13 20:00,22.77,99311.0,Italy,0.34
2493,562785,SKU_1646,Notebook,-47,2020-04-13 21:00,-41.39,,United States,1.1944941835626035
2494,727697,SKU_1370,Backpack,36,2020-04-13 22:00,92.34,,United States,0.48
2495,599653,SKU_1485,Desk Lamp,10,2020-04-13 23:00,92.82,29956.0,Italy,0.34
2496,629992,SKU_1271,Backpack,38,2020-04-14 00:00,27.05,86613.0,Australia,0.41
2497,828744,SKU_1178,Notebook,37,2020-04-14 01:00,58.79,76540.0,France,0.41
2498,842488,SKU_1985,Wall Clock,45,2020-04-14 02:00,70.45,47672.0,France,0.06
2499,735567,SKU_1479,Wireless Mouse,43,2020-04-14 03:00,22.53,33852.0,Spain,0.13
2500,782568,SKU_1956,Wireless Mouse,41,2020-04-14 04:00,9.8,18369.0,Spain,0.48
2501,742804,SKU_1158,T-shirt,31,2020-04-14 05:00,33.43,90968.0,Spain,0.06
2502,622828,SKU_1754,Desk Lamp,3,2020-04-14 06:00,95.84,13283.0,Australia,0.0
2503,578366,SKU_1927,Headphones,48,2020-04-14 07:00,84.21,13854.0,Sweden,0.23
2504,821384,SKU_1812,White Mug,48,2020-04-14 08:00,12.19,69708.0,Australia,0.03
2505,519139,SKU_1203,Backpack,49,2020-04-14 09:00,87.72,32882.0,United States,0.43
2506,619777,SKU_1794,USB Cable,39,2020-04-14 10:00,66.52,14815.0,France,0.02
2507,476188,SKU_1277,Notebook,40,2020-04-14 11:00,49.91,45297.0,Netherlands,0.36
2508,332549,SKU_1142,Headphones,43,2020-04-14 12:00,53.84,57080.0,Germany,0.36
2509,653453,SKU_1519,Office Chair,12,2020-04-14 13:00,74.21,64246.0,Belgium,0.37
2510,691491,SKU_1511,Blue Pen,16,2020-04-14 14:00,50.65,24003.0,Italy,0.03
2511,584965,SKU_1963,Wall Clock,29,2020-04-14 15:00,52.94,43480.0,Netherlands,0.11
2512,890546,SKU_1115,Wall Clock,49,2020-04-14 16:00,33.65,84136.0,United Kingdom,0.43
2513,136321,SKU_1391,Headphones,1,2020-04-14 17:00,75.91,98192.0,United Kingdom,0.13
2514,435441,SKU_1342,White Mug,28,2020-04-14 18:00,33.7,,Germany,0.26
2515,983084,SKU_1372,Desk Lamp,45,2020-04-14 19:00,88.03,,Portugal,0.43
2516,985736,SKU_1783,USB Cable,8,2020-04-14 20:00,76.67,67610.0,Netherlands,0.3
2517,345014,SKU_1687,Headphones,34,2020-04-14 21:00,48.67,29758.0,Sweden,0.38
2518,256498,SKU_1929,Desk Lamp,16,2020-04-14 22:00,57.91,91870.0,United Kingdom,0.29
2519,117772,SKU_1725,Desk Lamp,40,2020-04-14 23:00,94.42,57911.0,Germany,0.12
2520,990186,SKU_1368,Wireless Mouse,26,2020-04-15 00:00,50.23,26779.0,Portugal,0.13
2521,890144,SKU_1214,Wall Clock,22,2020-04-15 01:00,77.66,92423.0,United Kingdom,0.44
2522,494583,SKU_1510,Wall Clock,-34,2020-04-15 02:00,19.37,,Netherlands,0.29
2523,338389,SKU_1568,USB Cable,24,2020-04-15 03:00,30.22,12390.0,Portugal,0.05
2524,739430,SKU_1900,USB Cable,7,2020-04-15 04:00,13.83,99592.0,United States,0.08
2525,716024,SKU_1740,Wireless Mouse,21,2020-04-15 05:00,39.1,59294.0,Portugal,0.05
2526,151924,SKU_1811,Wall Clock,1,2020-04-15 06:00,93.15,97293.0,Germany,0.22
2527,628014,SKU_1326,Blue Pen,2,2020-04-15 07:00,6.79,,Spain,0.5
2528,451296,SKU_1036,Wall Clock,-21,2020-04-15 08:00,-73.97,,Netherlands,1.2302535514643926
2529,127723,SKU_1985,USB Cable,28,2020-04-15 09:00,84.75,73290.0,United States,0.39
2530,858470,SKU_1379,Wall Clock,-41,2020-04-15 10:00,-52.9,,Germany,1.1190768339575352
2531,986926,SKU_1795,Office Chair,-23,2020-04-15 11:00,72.15,,Netherlands,0.37
2532,764468,SKU_1511,Notebook,30,2020-04-15 12:00,91.69,62678.0,Spain,0.42
2533,308786,SKU_1323,White Mug,47,2020-04-15 13:00,63.35,61167.0,Italy,0.48
2534,659931,SKU_1368,USB Cable,14,2020-04-15 14:00,91.98,99841.0,Portugal,0.34
2535,786684,SKU_1223,White Mug,29,2020-04-15 15:00,26.63,45848.0,Italy,0.12
2536,990328,SKU_1933,Office Chair,2,2020-04-15 16:00,2.79,50070.0,Germany,0.39
2537,314432,SKU_1813,Wireless Mouse,11,2020-04-15 17:00,18.21,59214.0,France,0.24
2538,239999,SKU_1712,Headphones,32,2020-04-15 18:00,93.86,15769.0,Sweden,0.06
2539,980112,SKU_1099,Blue Pen,47,2020-04-15 19:00,48.87,90248.0,France,0.04
2540,458690,SKU_1793,USB Cable,46,2020-04-15 20:00,47.2,73344.0,Netherlands,0.31
2541,179973,SKU_1074,White Mug,35,2020-04-15 21:00,84.96,97185.0,Netherlands,0.32
2542,949881,SKU_1723,Blue Pen,43,2020-04-15 22:00,81.68,96619.0,Portugal,0.15
2543,734122,SKU_1436,Notebook,9,2020-04-15 23:00,45.96,87183.0,Italy,0.06
2544,860674,SKU_1702,Notebook,34,2020-04-16 00:00,74.45,59835.0,Belgium,0.49
2545,553449,SKU_1367,Backpack,44,2020-04-16 01:00,51.39,78597.0,Portugal,0.3
2546,387681,SKU_1062,T-shirt,9,2020-04-16 02:00,33.73,66718.0,France,0.41
2547,594509,SKU_1623,White Mug,47,2020-04-16 03:00,43.18,92204.0,Portugal,0.1
2548,964008,SKU_1933,Blue Pen,9,2020-04-16 04:00,69.46,45277.0,Norway,0.18
2549,731810,SKU_1654,Office Chair,3,2020-04-16 05:00,27.02,78254.0,Germany,0.07
2550,646900,SKU_1098,Blue Pen,27,2020-04-16 06:00,17.14,19059.0,Italy,0.29
2551,325049,SKU_1776,Office Chair,45,2020-04-16 07:00,25.25,60991.0,Norway,0.14
2552,368615,SKU_1224,Desk Lamp,21,2020-04-16 08:00,89.05,92075.0,Italy,0.36
2553,266703,SKU_1074,T-shirt,34,2020-04-16 09:00,61.63,25928.0,Netherlands,0.06
2554,864357,SKU_1789,T-shirt,28,2020-04-16 10:00,32.34,,Germany,0.11
2555,847419,SKU_1709,Notebook,33,2020-04-16 11:00,61.42,58622.0,United States,0.39
2556,131348,SKU_1183,Blue Pen,35,2020-04-16 12:00,84.74,90814.0,France,0.06
2557,295804,SKU_1292,Backpack,40,2020-04-16 13:00,40.85,63642.0,Norway,0.3
2558,887609,SKU_1056,Wireless Mouse,5,2020-04-16 14:00,19.35,84930.0,France,0.3
2559,235832,SKU_1248,Office Chair,46,2020-04-16 15:00,26.02,70238.0,Australia,0.35
2560,394923,SKU_1955,Blue Pen,46,2020-04-16 16:00,74.38,14796.0,France,0.3
2561,383780,SKU_1625,White Mug,-47,2020-04-16 17:00,-24.21,,Spain,1.8631423094045791
2562,706177,SKU_1468,Backpack,31,2020-04-16 18:00,31.05,89168.0,Netherlands,0.43
2563,153551,SKU_1139,Backpack,42,2020-04-16 19:00,91.87,86225.0,Australia,0.38
2564,504772,SKU_1902,Desk Lamp,45,2020-04-16 20:00,61.34,65616.0,Netherlands,0.45
2565,766923,SKU_1961,Blue Pen,33,2020-04-16 21:00,11.88,80776.0,Australia,0.13
2566,671107,SKU_1358,Wall Clock,25,2020-04-16 22:00,79.36,70764.0,Australia,0.35
2567,435914,SKU_1552,Desk Lamp,22,2020-04-16 23:00,23.45,70928.0,Sweden,0.45
2568,520182,SKU_1407,Backpack,8,2020-04-17 00:00,48.42,55800.0,Germany,0.22
2569,312781,SKU_1473,T-shirt,9,2020-04-17 01:00,2.18,27442.0,Spain,0.14
2570,553105,SKU_1664,Blue Pen,11,2020-04-17 02:00,95.76,27794.0,Portugal,0.48
2571,782347,SKU_1445,Notebook,31,2020-04-17 03:00,83.08,15556.0,Italy,0.38
2572,965146,SKU_1979,Notebook,29,2020-04-17 04:00,98.47,37358.0,France,0.14
2573,813708,SKU_1231,Office Chair,23,2020-04-17 05:00,64.15,46965.0,Australia,0.48
2574,648884,SKU_1616,Notebook,-9,2020-04-17 06:00,76.79,,France,0.23
2575,950538,SKU_1617,White Mug,20,2020-04-17 07:00,12.87,17202.0,France,0.33
2576,159182,SKU_1299,Headphones,48,2020-04-17 08:00,36.45,62021.0,France,0.21
2577,449307,SKU_1641,White Mug,23,2020-04-17 09:00,34.67,45774.0,Sweden,0.34
2578,401454,SKU_1425,Wireless Mouse,9,2020-04-17 10:00,11.49,56133.0,Spain,0.24
2579,418232,SKU_1994,Wall Clock,-20,2020-04-17 11:00,-34.61,,United States,1.2353601922250523
2580,753091,SKU_1160,T-shirt,18,2020-04-17 12:00,64.99,22776.0,Netherlands,0.03
2581,239978,SKU_1400,Headphones,30,2020-04-17 13:00,20.55,40369.0,Spain,0.12
2582,923346,SKU_1377,Headphones,26,2020-04-17 14:00,28.98,95001.0,Sweden,0.19
2583,996782,SKU_1958,Headphones,16,2020-04-17 15:00,33.27,64440.0,Belgium,0.06
2584,669667,SKU_1917,Wireless Mouse,20,2020-04-17 16:00,94.39,62785.0,France,0.39
2585,571828,SKU_1256,Headphones,16,2020-04-17 17:00,78.46,10454.0,Belgium,0.3
2586,870188,SKU_1740,Backpack,24,2020-04-17 18:00,14.06,72846.0,Sweden,0.22
2587,358517,SKU_1861,Notebook,16,2020-04-17 19:00,91.41,90332.0,France,0.39
2588,540097,SKU_1493,Desk Lamp,49,2020-04-17 20:00,78.84,71676.0,Norway,0.31
2589,408557,SKU_1965,Wall Clock,32,2020-04-17 21:00,42.21,26197.0,Norway,0.31
2590,237084,SKU_1488,USB Cable,38,2020-04-17 22:00,25.61,19074.0,France,0.17
2591,805475,SKU_1181,Office Chair,17,2020-04-17 23:00,33.71,32642.0,Portugal,0.4
2592,893583,SKU_1525,Backpack,49,2020-04-18 00:00,49.52,76122.0,United Kingdom,0.12
2593,682004,SKU_1099,Wireless Mouse,-20,2020-04-18 01:00,-67.32,,Sweden,0.03
2594,980179,SKU_1736,Office Chair,42,2020-04-18 02:00,88.02,24459.0,Belgium,0.15
2595,848013,SKU_1357,Wall Clock,24,2020-04-18 03:00,8.81,71546.0,Belgium,0.27
2596,791738,SKU_1230,Desk Lamp,25,2020-04-18 04:00,38.55,11817.0,Germany,0.04
2597,798012,SKU_1564,Blue Pen,15,2020-04-18 05:00,58.9,93978.0,Italy,0.48
2598,303502,SKU_1005,Office Chair,21,2020-04-18 06:00,65.84,15150.0,Norway,0.48
2599,244539,SKU_1089,Desk Lamp,40,2020-04-18 07:00,37.25,80097.0,Germany,0.08
2600,524226,SKU_1063,Backpack,16,2020-04-18 08:00,32.19,48055.0,United Kingdom,0.38
2601,621863,SKU_1087,Backpack,48,2020-04-18 09:00,47.12,47077.0,Spain,0.07
2602,221999,SKU_1032,T-shirt,19,2020-04-18 10:00,36.01,19616.0,Sweden,0.47
2603,214793,SKU_1071,T-shirt,20,2020-04-18 11:00,64.27,58365.0,United Kingdom,0.31
2604,557373,SKU_1555,White Mug,38,2020-04-18 12:00,15.32,39186.0,Australia,0.06
2605,470321,SKU_1252,Desk Lamp,5,2020-04-18 13:00,22.88,36186.0,Italy,0.15
2606,112289,SKU_1106,Office Chair,15,2020-04-18 14:00,7.81,61820.0,Italy,0.42
2607,800336,SKU_1801,Desk Lamp,40,2020-04-18 15:00,25.16,48335.0,Germany,0.36
2608,798956,SKU_1929,Desk Lamp,10,2020-04-18 16:00,71.24,,Belgium,0.45
2609,855801,SKU_1919,Wireless Mouse,11,2020-04-18 17:00,6.21,54338.0,Spain,0.2
2610,357368,SKU_1513,Wireless Mouse,34,2020-04-18 18:00,58.52,65686.0,Sweden,0.15
2611,186365,SKU_1135,Backpack,44,2020-04-18 19:00,41.96,38880.0,Sweden,0.1
2612,854950,SKU_1628,White Mug,49,2020-04-18 20:00,79.74,34000.0,Portugal,0.06
2613,275211,SKU_1408,Desk Lamp,8,2020-04-18 21:00,83.59,28540.0,Australia,0.12
2614,279785,SKU_1120,Office Chair,40,2020-04-18 22:00,94.4,84640.0,Spain,0.4
2615,172588,SKU_1477,Notebook,46,2020-04-18 23:00,44.45,41910.0,Spain,0.39
2616,163646,SKU_1799,USB Cable,24,2020-04-19 00:00,94.23,28251.0,Germany,0.01
2617,365798,SKU_1823,Headphones,34,2020-04-19 01:00,12.75,78338.0,United States,0.18
2618,582238,SKU_1093,Headphones,40,2020-04-19 02:00,10.65,42774.0,Australia,0.33
2619,905175,SKU_1504,Wall Clock,21,2020-04-19 03:00,28.46,17767.0,France,0.17
2620,934800,SKU_1006,Notebook,2,2020-04-19 04:00,83.65,90895.0,Germany,0.02
2621,845385,SKU_1943,Headphones,19,2020-04-19 05:00,7.92,14531.0,Netherlands,0.23
2622,829532,SKU_1599,Notebook,14,2020-04-19 06:00,31.96,90058.0,Germany,0.3
2623,219735,SKU_1693,Wireless Mouse,12,2020-04-19 07:00,92.13,34013.0,Spain,0.33
2624,255683,SKU_1190,Backpack,37,2020-04-19 08:00,56.48,,Portugal,0.49
2625,732259,SKU_1456,Backpack,20,2020-04-19 09:00,4.74,76162.0,United Kingdom,0.19
2626,636437,SKU_1719,Wireless Mouse,20,2020-04-19 10:00,29.13,63640.0,Italy,0.41
2627,462246,SKU_1385,Blue Pen,31,2020-04-19 11:00,65.06,68686.0,Netherlands,0.4
2628,421333,SKU_1802,White Mug,29,2020-04-19 12:00,2.91,19875.0,Netherlands,0.38
2629,863264,SKU_1865,Notebook,11,2020-04-19 13:00,49.33,90298.0,United States,0.27
2630,957463,SKU_1277,Notebook,11,2020-04-19 14:00,99.44,23477.0,United States,0.46
2631,666956,SKU_1978,Headphones,18,2020-04-19 15:00,34.03,37752.0,United States,0.04
2632,506889,SKU_1447,T-shirt,10,2020-04-19 16:00,23.74,18569.0,Italy,0.11
2633,712492,SKU_1826,Blue Pen,48,2020-04-19 17:00,9.18,85971.0,Sweden,0.1
2634,311830,SKU_1944,Blue Pen,18,2020-04-19 18:00,3.59,91798.0,Italy,0.01
2635,296501,SKU_1051,Headphones,9,2020-04-19 19:00,81.28,63067.0,United Kingdom,0.5
2636,516885,SKU_1404,Backpack,6,2020-04-19 20:00,28.28,48478.0,Norway,0.02
2637,265140,SKU_1395,USB Cable,12,2020-04-19 21:00,4.05,19742.0,Sweden,0.07
2638,844149,SKU_1778,Desk Lamp,1,2020-04-19 22:00,57.89,,Belgium,0.26
2639,240507,SKU_1755,Blue Pen,10,2020-04-19 23:00,22.11,87718.0,Belgium,0.07
2640,325160,SKU_1693,Notebook,2,2020-04-20 00:00,11.11,35310.0,Netherlands,0.41
2641,283321,SKU_1210,White Mug,45,2020-04-20 01:00,40.73,41840.0,Australia,0.19
2642,661672,SKU_1889,Wall Clock,41,2020-04-20 02:00,11.34,77833.0,Belgium,0.06
2643,621998,SKU_1709,T-shirt,8,2020-04-20 03:00,10.63,13829.0,France,0.2
2644,706217,SKU_1269,Headphones,25,2020-04-20 04:00,46.33,54802.0,United Kingdom,0.13
2645,700441,SKU_1544,Wall Clock,30,2020-04-20 05:00,13.52,55805.0,Norway,0.37
2646,859416,SKU_1613,Office Chair,27,2020-04-20 06:00,53.87,17713.0,United States,0.19
2647,175388,SKU_1844,Notebook,44,2020-04-20 07:00,70.58,17214.0,Italy,0.44
2648,655689,SKU_1281,T-shirt,13,2020-04-20 08:00,24.7,66097.0,Portugal,0.17
2649,618727,SKU_1397,Wireless Mouse,32,2020-04-20 09:00,75.45,21436.0,United Kingdom,0.19
2650,827191,SKU_1748,White Mug,6,2020-04-20 10:00,22.78,37111.0,Norway,0.35
2651,743791,SKU_1215,Desk Lamp,20,2020-04-20 11:00,86.59,77811.0,Portugal,0.09
